emp_no,salary,from_date,to_date
11974,76973,1999-07-21,2000-07-20
11974,77211,1997-07-21,1998-07-21
11974,81455,2002-07-20,9999-01-01
11974,81850,2001-07-20,2002-07-20
11974,63527,1992-07-22,1993-07-22
11974,61927,1990-07-23,1991-07-23
11975,51909,1998-03-22,1999-03-22
11975,46645,1996-03-22,1997-03-22
11975,45423,1994-03-23,1995-03-23
11975,53035,1999-03-22,2000-03-21
11975,54838,2000-03-21,2001-03-21
11975,40000,1991-03-24,1992-03-23
11975,58867,2002-03-21,9999-01-01
11975,42405,1992-03-23,1993-03-23
11975,46612,1995-03-23,1996-03-22
11975,49451,1997-03-22,1998-03-22
11975,55476,2001-03-21,2002-03-21
11975,42387,1993-03-23,1994-03-23
11976,77322,1990-10-07,1991-10-07
11976,96365,1997-10-05,1998-10-05
11976,72546,1987-10-08,1988-10-07
11976,76102,1989-10-07,1990-10-07
11976,74934,1988-10-07,1989-10-07
11976,86893,1994-10-06,1995-10-06
11976,80667,1991-10-07,1992-10-06
11976,80487,1992-10-06,1993-10-06
11976,91085,1995-10-06,1996-10-05
11976,98979,1998-10-05,1999-10-05
11976,103256,2000-10-04,2001-10-04
11976,84339,1993-10-06,1994-10-06
11976,106757,2001-10-04,9999-01-01
11976,70345,1986-10-08,1987-10-08
11976,94830,1996-10-05,1997-10-05
11976,100862,1999-10-05,2000-10-04
11977,60803,1998-06-12,1999-06-12
11977,65062,1999-06-12,2000-06-11
11977,41626,1992-06-13,1993-06-13
11977,53647,1995-06-13,1996-06-12
11977,68753,2000-06-11,2001-06-11
11977,72958,2001-06-11,2002-06-11
11977,40000,1991-06-14,1992-06-13
11977,73717,2002-06-11,9999-01-01
11977,46076,1993-06-13,1994-06-13
11977,57293,1997-06-12,1998-06-12
11977,49695,1994-06-13,1995-06-13
11977,54692,1996-06-12,1997-06-12
11978,64875,1993-06-24,1994-04-25
11978,60744,1992-06-24,1993-06-24
11978,56414,1991-06-25,1992-06-24
11979,50796,1998-06-07,1999-06-07
11979,55232,2000-06-06,2001-06-06
11979,58329,2001-06-06,2002-06-06
11979,54315,1999-06-07,2000-06-06
11979,59986,2002-06-06,9999-01-01
11980,58263,1999-02-18,2000-02-18
11980,60831,2001-02-17,2002-02-17
11980,60423,2000-02-18,2001-02-17
11980,64125,2002-02-17,9999-01-01
11980,58241,1998-02-18,1999-02-18
11981,48286,1993-09-13,1994-09-13
11981,65413,2001-09-11,9999-01-01
11981,45670,1992-09-13,1993-09-13
11981,61378,1999-09-12,2000-09-11
11981,62042,2000-09-11,2001-09-11
11981,55913,1997-09-12,1998-09-12
11981,42683,1991-09-14,1992-09-13
11981,54178,1996-09-12,1997-09-12
11981,57995,1998-09-12,1999-09-12
11981,42925,1990-09-14,1991-09-14
11981,51412,1994-09-13,1995-09-13
11981,51666,1995-09-13,1996-09-12
11982,52819,1990-12-16,1991-12-16
11982,61390,1994-12-15,1995-12-15
11982,67333,1997-12-14,1998-12-14
11982,51757,1988-12-16,1989-12-16
11982,63169,1996-12-14,1997-12-14
11982,74820,2000-12-13,2001-12-13
11982,54123,1991-12-16,1992-12-15
11982,57474,1993-12-15,1994-12-15
11982,69885,1998-12-14,1999-12-14
11982,40000,1985-12-17,1986-12-17
11982,53236,1989-12-16,1990-12-16
11982,76506,2001-12-13,9999-01-01
11982,53777,1992-12-15,1993-12-15
11982,48082,1987-12-17,1988-12-16
11982,63210,1995-12-15,1996-12-14
11982,44015,1986-12-17,1987-12-17
11982,70512,1999-12-14,2000-12-13
11983,42444,1987-10-11,1988-10-10
11983,49537,1994-10-09,1995-10-09
11983,51596,1995-10-09,1996-10-08
11983,49213,1993-10-09,1994-10-09
11983,51176,1996-10-08,1997-10-08
11983,40000,1986-10-11,1987-10-11
11983,61167,2000-10-07,2001-10-07
11983,57612,1999-10-08,2000-10-07
11983,53551,1998-10-08,1999-10-08
11983,45508,1989-10-10,1990-10-10
11983,65059,2001-10-07,9999-01-01
11983,53572,1997-10-08,1998-10-08
11983,46259,1991-10-10,1992-10-09
11983,44241,1988-10-10,1989-10-10
11983,48364,1992-10-09,1993-10-09
11983,45162,1990-10-10,1991-10-10
11984,72183,2001-05-21,2002-05-21
11984,59501,1997-05-22,1998-05-22
11984,69122,2000-05-21,2001-05-21
11984,66539,1999-05-22,2000-05-21
11984,62463,1998-05-22,1999-05-22
11984,74005,2002-05-21,9999-01-01
11985,44281,1988-12-17,1989-12-17
11985,40000,1985-12-18,1986-12-18
11985,61035,1997-12-15,1998-12-15
11985,51269,1991-12-17,1992-12-16
11985,59441,1993-12-16,1994-12-16
11985,42870,1987-12-18,1988-12-17
11985,46871,1989-12-17,1990-12-17
11985,47773,1990-12-17,1991-12-17
11985,61873,1994-12-16,1995-12-16
11985,41431,1986-12-18,1987-12-18
11985,75125,2001-12-14,9999-01-01
11985,55687,1992-12-16,1993-12-16
11985,71569,2000-12-14,2001-12-14
11985,61417,1996-12-15,1997-12-15
11985,67398,1999-12-15,2000-12-14
11985,64714,1998-12-15,1999-12-15
11985,61818,1995-12-16,1996-12-15
11986,65526,1998-08-04,1999-08-04
11986,48563,1991-08-06,1992-08-05
11986,61215,1996-08-04,1997-08-04
11986,67727,1999-08-04,2000-08-03
11986,69357,2000-08-03,2001-08-03
11986,60344,1995-08-05,1996-08-04
11986,52684,1992-08-05,1993-08-05
11986,62001,1997-08-04,1998-08-04
11986,55936,1993-08-05,1994-08-05
11986,56210,1994-08-05,1995-08-05
11986,72224,2001-08-03,9999-01-01
11987,48730,1993-10-16,1994-10-16
11987,39781,1989-10-17,1990-10-17
11987,48161,1992-10-16,1993-10-16
11987,44095,1991-10-17,1992-10-16
11987,39597,1990-10-17,1991-10-17
11987,56614,1996-10-15,1997-10-15
11987,56172,1997-10-15,1997-12-04
11987,40000,1988-10-17,1989-10-17
11987,51055,1994-10-16,1995-10-16
11987,53457,1995-10-16,1996-10-15
11988,64784,1989-11-02,1990-11-02
11988,83367,1998-10-31,1999-10-31
11988,57652,1985-11-03,1986-11-03
11988,86695,2000-10-30,2001-10-30
11988,60637,1986-11-03,1987-11-03
11988,87022,1999-10-31,2000-10-30
11988,81249,1997-10-31,1998-10-31
11988,65069,1990-11-02,1991-11-02
11988,72376,1993-11-01,1994-11-01
11988,72611,1992-11-01,1993-11-01
11988,73875,1994-11-01,1995-11-01
11988,68113,1991-11-02,1992-11-01
11988,77048,1995-11-01,1996-10-31
11988,90400,2001-10-30,2001-12-31
11988,78903,1996-10-31,1997-10-31
11988,63912,1988-11-02,1989-11-02
11988,62670,1987-11-03,1988-11-02
11989,55561,1999-01-05,2000-01-05
11989,51519,1994-01-06,1995-01-06
11989,54580,1997-01-05,1998-01-05
11989,58450,2000-01-05,2001-01-04
11989,51520,1993-01-06,1994-01-06
11989,62314,2001-01-04,2002-01-04
11989,40000,1989-01-07,1990-01-07
11989,48847,1992-01-07,1993-01-06
11989,64328,2002-01-04,9999-01-01
11989,46427,1991-01-07,1992-01-07
11989,52663,1996-01-06,1997-01-05
11989,54323,1998-01-05,1999-01-05
11989,44429,1990-01-07,1991-01-07
11989,52255,1995-01-06,1996-01-06
11990,67501,1991-09-05,1992-09-04
11990,64174,1989-09-05,1990-09-05
11990,85930,2001-09-02,9999-01-01
11990,74787,1994-09-04,1995-09-04
11990,78852,1996-09-03,1997-09-03
11990,85331,1999-09-03,2000-09-02
11990,63106,1988-09-05,1989-09-05
11990,85226,2000-09-02,2001-09-02
11990,66376,1990-09-05,1991-09-05
11990,72594,1993-09-04,1994-09-04
11990,70950,1992-09-04,1993-09-04
11990,80836,1998-09-03,1999-09-03
11990,74514,1995-09-04,1996-09-03
11990,78993,1997-09-03,1998-09-03
11991,98998,2001-09-25,9999-01-01
11991,76889,1992-09-27,1993-09-27
11991,78069,1993-09-27,1994-09-27
11991,68582,1988-09-28,1989-09-28
11991,71840,1990-09-28,1991-09-28
11991,85769,1996-09-26,1997-09-26
11991,97774,2000-09-25,2001-09-25
11991,88498,1997-09-26,1998-09-26
11991,64112,1986-09-29,1987-09-29
11991,61223,1985-09-29,1986-09-29
11991,67421,1987-09-29,1988-09-28
11991,93755,1999-09-26,2000-09-25
11991,81849,1995-09-27,1996-09-26
11991,72686,1991-09-28,1992-09-27
11991,68597,1989-09-28,1990-09-28
11991,92002,1998-09-26,1999-09-26
11991,79235,1994-09-27,1995-09-27
11992,56308,1998-09-20,1999-09-20
11992,62813,2001-09-19,9999-01-01
11992,39747,1992-09-21,1993-09-21
11992,46571,1994-09-21,1995-09-21
11992,40000,1991-09-22,1992-09-21
11992,52247,1997-09-20,1998-09-20
11992,48187,1995-09-21,1996-09-20
11992,50532,1996-09-20,1997-09-20
11992,62796,2000-09-19,2001-09-19
11992,60346,1999-09-20,2000-09-19
11992,43881,1993-09-21,1994-09-21
11993,74702,2001-10-21,9999-01-01
11993,71554,2000-10-21,2001-10-21
11993,64435,1998-10-22,1999-10-22
11993,56505,1996-10-22,1997-10-22
11993,60312,1997-10-22,1998-10-22
11993,68731,1999-10-22,2000-10-21
11994,49761,1993-11-11,1994-11-11
11994,63072,2001-11-09,9999-01-01
11994,56467,1997-11-10,1998-11-10
11994,57501,1998-11-10,1999-11-10
11994,63384,2000-11-09,2001-11-09
11994,51099,1994-11-11,1995-11-11
11994,51518,1995-11-11,1996-11-10
11994,61795,1999-11-10,2000-11-09
11994,52414,1996-11-10,1997-11-10
11995,56811,1999-01-19,2000-01-19
11995,58119,2000-01-19,2001-01-18
11995,63812,2002-01-18,2002-06-19
11995,60821,2001-01-18,2002-01-18
11995,55714,1998-01-19,1999-01-19
11996,72826,2002-01-19,9999-01-01
11996,71544,2001-01-19,2002-01-19
11996,59621,1996-01-21,1997-01-20
11996,64310,1998-01-20,1999-01-20
11996,69549,2000-01-20,2001-01-19
11996,61489,1997-01-20,1998-01-20
11996,56037,1995-01-21,1996-01-21
11996,52870,1994-01-21,1995-01-21
11996,65616,1999-01-20,2000-01-20
11997,40000,1999-02-21,1999-08-06
11998,77260,1997-12-14,1998-12-14
11998,65623,1993-12-15,1994-12-15
11998,75104,1996-12-14,1997-12-14
11998,58617,1991-12-16,1992-12-15
11998,61570,1992-12-15,1993-12-15
11998,72359,1995-12-15,1996-12-14
11998,86831,2001-12-13,9999-01-01
11998,69684,1994-12-15,1995-12-15
11998,86407,2000-12-13,2001-12-13
11998,77890,1998-12-14,1999-12-14
11998,81944,1999-12-14,2000-12-13
11999,51265,2001-07-20,2002-03-16
11999,49471,2000-07-20,2001-07-20
11999,46449,1999-07-21,2000-07-20
11999,46440,1998-07-21,1999-07-21
11999,41997,1997-07-21,1998-07-21
11999,40000,1996-07-21,1997-07-21
10052,67156,2002-01-30,9999-01-01
10053,71283,1997-11-12,1998-11-12
10053,78478,2001-11-11,9999-01-01
10053,74822,1998-11-12,1999-11-12
10053,67912,1995-11-13,1996-11-12
10053,77425,1999-11-12,2000-11-11
10053,77531,2000-11-11,2001-11-11
10053,67854,1994-11-13,1995-11-13
10053,71459,1996-11-12,1997-11-12
10054,42889,1996-07-28,1997-07-28
10054,49391,2000-07-27,2001-07-27
10054,52184,2001-07-27,2002-07-27
10054,44958,1999-07-28,2000-07-27
10054,40000,1995-07-29,1996-07-28
10054,44680,1998-07-28,1999-07-28
10054,53906,2002-07-27,9999-01-01
10054,42846,1997-07-28,1998-07-28
10055,83592,1993-04-27,1994-04-27
10055,87473,1994-04-27,1995-04-27
10055,80024,1992-04-27,1993-04-27
10055,90843,1995-04-27,1995-07-22
10056,53869,1992-02-01,1993-01-31
10056,61963,1996-01-31,1997-01-30
10056,59252,1995-01-31,1996-01-31
10056,69905,2000-01-30,2001-01-29
10056,51457,1991-02-01,1992-02-01
10056,74004,2001-01-29,2002-01-29
10056,54677,1993-01-31,1994-01-31
10056,65622,1997-01-30,1998-01-30
10056,74722,2002-01-29,9999-01-01
10056,67648,1998-01-30,1999-01-30
10056,48857,1990-02-01,1991-02-01
10056,56047,1994-01-31,1995-01-31
10056,70163,1999-01-30,2000-01-30
10057,68061,2002-01-12,9999-01-01
10057,61013,1996-01-14,1997-01-13
10057,53897,1993-01-14,1994-01-14
10057,58099,1994-01-14,1995-01-14
10057,58881,1995-01-14,1996-01-14
10057,49616,1992-01-15,1993-01-14
10057,61055,1997-01-13,1998-01-13
10057,63507,2000-01-13,2001-01-12
10057,61255,1998-01-13,1999-01-13
10057,66430,2001-01-12,2002-01-12
10057,60966,1999-01-13,2000-01-13
10058,57882,1992-04-24,1993-04-24
10058,63284,1994-04-24,1995-04-24
10058,71438,1999-04-23,2000-04-22
10058,72542,2002-04-22,9999-01-01
10058,53377,1989-04-25,1990-04-25
10058,72151,2000-04-22,2001-04-22
10058,67913,1997-04-23,1998-04-23
10058,55134,1991-04-25,1992-04-24
10058,65706,1996-04-23,1997-04-23
10058,53869,1990-04-25,1991-04-25
10058,63666,1995-04-24,1996-04-23
10058,52787,1988-04-25,1989-04-25
10058,58807,1993-04-24,1994-04-24
10058,72363,2001-04-22,2002-04-22
10058,68623,1998-04-23,1999-04-23
10059,90689,2000-06-23,2001-06-23
10059,94161,2002-06-23,9999-01-01
10059,73299,1992-06-25,1993-06-25
10059,82318,1995-06-25,1996-06-24
10059,86290,1997-06-24,1998-06-24
10059,89824,1998-06-24,1999-06-24
10059,84522,1996-06-24,1997-06-24
10059,90380,1999-06-24,2000-06-23
10059,71218,1991-06-26,1992-06-25
10059,76448,1993-06-25,1994-06-25
10059,93280,2001-06-23,2002-06-23
10059,80739,1994-06-25,1995-06-25
10060,79900,1996-05-26,1997-05-26
10060,79684,1997-05-26,1998-05-26
10060,78057,1994-05-27,1995-05-27
10060,93188,2002-05-25,9999-01-01
10060,77964,1993-05-27,1994-05-27
10060,77772,1991-05-28,1992-05-27
10060,84052,1998-05-26,1999-05-26
10060,85960,1999-05-26,2000-05-25
10060,89769,2001-05-25,2002-05-25
10060,78983,1995-05-27,1996-05-26
10060,87773,2000-05-25,2001-05-25
10060,74686,1989-05-28,1990-05-28
10060,75594,1990-05-28,1991-05-28
10060,78393,1992-05-27,1993-05-27
10061,68577,1989-12-02,1990-12-02
10061,95866,2000-11-29,2001-11-29
10061,91371,1999-11-30,2000-11-29
10061,74944,1993-12-01,1994-12-01
10061,97338,2001-11-29,9999-01-01
10061,90972,1998-11-30,1999-11-30
10061,88012,1997-11-30,1998-11-30
10061,80248,1995-12-01,1996-11-30
10061,71135,1990-12-02,1991-12-02
10061,79041,1994-12-01,1995-12-01
10061,74796,1992-12-01,1993-12-01
10061,72464,1991-12-02,1992-12-01
10061,84445,1996-11-30,1997-11-30
10062,59029,1992-08-29,1993-08-29
10062,60089,1993-08-29,1994-08-29
10062,55685,1991-08-30,1992-08-29
10062,65544,1997-08-28,1998-08-28
10062,68559,2001-08-27,9999-01-01
10062,62194,1994-08-29,1995-08-29
10062,66447,1999-08-28,2000-08-27
10062,61761,1995-08-29,1996-08-28
10062,68784,2000-08-27,2001-08-27
10062,65275,1996-08-28,1997-08-28
10062,66167,1998-08-28,1999-08-28
10063,63852,1997-04-05,1998-04-06
10063,65262,1998-04-06,1999-04-06
10063,60165,1996-04-05,1997-04-05
10063,48429,1992-04-07,1993-04-07
10063,41990,1990-04-08,1991-04-08
10063,69354,1999-04-06,2000-04-05
10063,71028,2000-04-05,2001-04-05
10063,73393,2001-04-05,2002-04-04
10063,52466,1993-04-07,1994-04-07
10063,74841,2002-04-04,9999-01-01
10063,54823,1994-04-07,1995-04-07
10063,44342,1991-04-08,1992-04-07
10063,40000,1989-04-08,1990-04-08
10063,56442,1995-04-07,1996-04-05
10064,40795,1988-11-19,1989-11-19
10064,40000,1985-11-20,1986-11-20
10064,43466,1989-11-19,1990-11-19
10064,45895,1990-11-19,1991-11-19
10064,48454,1991-11-19,1992-03-02
10064,41264,1987-11-20,1988-11-19
10064,39551,1986-11-20,1987-11-20
10065,43655,2001-05-23,2002-05-23
10065,42031,2000-05-23,2001-05-23
10065,40503,1999-05-24,2000-05-23
10065,47437,2002-05-23,9999-01-01
10065,40000,1998-05-24,1999-05-24
10066,102674,2001-02-22,2002-02-22
10066,82819,1990-02-25,1991-02-25
10066,84368,1993-02-24,1994-02-24
10066,92405,1996-02-24,1997-02-23
10066,99199,1999-02-23,2000-02-23
10066,76616,1988-02-26,1989-02-25
10066,84064,1991-02-25,1992-02-25
10066,102425,2000-02-23,2001-02-22
10066,96451,1997-02-23,1998-02-23
10066,98656,1998-02-23,1999-02-23
10066,84161,1992-02-25,1993-02-24
10066,88808,1995-02-24,1996-02-24
10066,103672,2002-02-22,9999-01-01
10066,72147,1987-02-26,1988-02-26
10066,78885,1989-02-25,1990-02-25
10066,69736,1986-02-26,1987-02-26
10066,88392,1994-02-24,1995-02-24
10067,58363,1993-03-02,1994-03-02
10067,73730,1997-03-01,1998-03-01
10067,83254,2002-02-28,9999-01-01
10067,62607,1994-03-02,1995-03-02
10067,51396,1990-03-03,1991-03-03
10067,47879,1988-03-03,1989-03-03
10067,66769,1995-03-02,1996-03-01
10067,75732,1999-03-01,2000-02-29
10067,70158,1996-03-01,1997-03-01
10067,47733,1989-03-03,1990-03-03
10067,56581,1992-03-02,1993-03-02
10067,44642,1987-03-04,1988-03-03
10067,74242,1998-03-01,1999-03-01
10067,52808,1991-03-03,1992-03-02
10067,81784,2001-02-28,2002-02-28
10067,77620,2000-02-29,2001-02-28
10068,100005,1993-08-05,1994-08-05
10068,101829,1994-08-05,1995-08-05
10068,87964,1987-08-07,1988-08-06
10068,97058,1992-08-05,1993-08-05
10068,92176,1988-08-06,1989-08-06
10068,93474,1990-08-06,1991-08-06
10068,94724,1991-08-06,1992-08-05
10068,92089,1989-08-06,1990-08-06
10069,86641,2002-06-12,9999-01-01
10069,79102,1999-06-13,2000-06-12
10069,82731,2000-06-12,2001-06-12
10069,68046,1993-06-14,1994-06-14
10069,71574,1997-06-13,1998-06-13
10069,85931,2001-06-12,2002-06-12
10069,67932,1992-06-14,1993-06-14
10069,69876,1995-06-14,1996-06-13
10069,70464,1996-06-13,1997-06-13
10069,74638,1998-06-13,1999-06-13
10069,67675,1994-06-14,1995-06-14
10070,77938,1994-10-12,1995-10-12
10070,87086,1998-10-11,1999-10-11
10070,56848,1986-10-14,1987-10-14
10070,64776,1990-10-13,1991-10-13
10070,70301,1992-10-12,1993-10-12
10070,61306,1987-10-14,1988-10-13
10070,74286,1993-10-12,1994-10-12
10070,83639,1996-10-11,1997-10-11
10070,90690,1999-10-11,2000-10-10
10070,87499,1997-10-11,1998-10-11
10070,55999,1985-10-14,1986-10-14
10070,82124,1995-10-12,1996-10-11
10070,67223,1991-10-13,1992-10-12
10070,96322,2001-10-10,9999-01-01
10070,94654,2000-10-10,2001-10-10
10070,63950,1989-10-13,1990-10-13
10070,63174,1988-10-13,1989-10-13
10072,63157,2000-05-18,2001-05-18
10072,44781,1993-05-20,1994-05-20
10072,40803,1992-05-20,1993-05-20
10072,49265,1994-05-20,1995-05-20
10072,60600,1998-05-19,1999-05-19
10072,64512,2002-05-18,9999-01-01
10072,64726,2001-05-18,2002-05-18
10072,62174,1999-05-19,2000-05-18
10072,53559,1995-05-20,1996-05-19
10072,39567,1990-05-21,1991-05-21
10072,40000,1989-05-21,1990-05-21
10072,58578,1997-05-19,1998-05-19
10072,56103,1996-05-19,1997-05-19
10072,39724,1991-05-21,1992-05-20
10073,56473,1998-02-02,1998-02-22
10074,70984,1995-08-12,1996-08-11
10074,80820,2001-08-10,9999-01-01
10074,72145,1996-08-11,1997-08-11
10074,77625,1999-08-11,2000-08-10
10074,73009,1997-08-11,1998-08-11
10074,79934,2000-08-10,2001-08-10
10074,61714,1990-08-13,1991-08-13
10074,67516,1993-08-12,1994-08-12
10074,77489,1998-08-11,1999-08-11
10074,70019,1994-08-12,1995-08-12
10074,64739,1991-08-13,1992-08-12
10074,64655,1992-08-12,1993-08-12
10075,51323,1995-05-16,1996-05-15
10075,46087,1990-05-17,1991-05-17
10075,47765,1991-05-17,1992-05-16
10075,51099,1994-05-16,1995-05-16
10075,55463,1997-05-15,1998-05-15
10075,59623,1998-05-15,1999-05-15
10075,67492,2000-05-14,2001-01-15
10075,63624,1999-05-15,2000-05-14
10075,48606,1992-05-16,1993-05-16
10075,51238,1996-05-15,1997-05-15
10075,43815,1988-05-17,1989-05-17
10075,49208,1993-05-16,1994-05-16
10075,43590,1989-05-17,1990-05-17
10076,54783,1998-07-15,1999-07-15
10076,59999,2000-07-14,2001-07-14
10076,47319,1996-07-15,1997-07-15
10076,50802,1997-07-15,1998-07-15
10076,57418,1999-07-15,2000-07-14
10076,62921,2002-07-14,9999-01-01
10076,61118,2001-07-14,2002-07-14
10077,54699,2001-12-21,9999-01-01
10077,51581,2000-12-21,2001-12-21
10077,43864,1996-12-22,1997-12-22
10077,43745,1995-12-23,1996-12-22
10077,40000,1994-12-23,1995-12-23
10077,49955,1998-12-22,1999-12-22
10077,50403,1999-12-22,2000-12-21
10077,47173,1997-12-22,1998-12-22
10078,54652,2001-09-27,9999-01-01
10078,51132,1998-09-28,1999-09-28
10078,46833,1995-09-29,1996-09-28
10078,50977,1997-09-28,1998-09-28
10078,52860,2000-09-27,2001-09-27
10078,53130,1999-09-28,2000-09-27
10078,47280,1994-09-29,1995-09-29
10078,50652,1996-09-28,1997-09-28
10079,56256,1998-12-12,1999-12-12
10079,59225,1999-12-12,2000-12-11
10079,56811,1996-12-12,1997-12-12
10079,56717,1997-12-12,1998-12-12
10079,63641,2000-12-11,2001-12-11
10079,53492,1995-12-13,1996-12-12
10079,67231,2001-12-11,9999-01-01
10080,71986,2000-09-26,2001-09-26
10080,54916,1994-09-28,1995-09-28
10080,62087,1997-09-27,1998-09-27
10080,65129,1998-09-27,1999-09-27
10080,60742,1996-09-27,1997-09-27
10080,72729,2001-09-26,9999-01-01
10080,56838,1995-09-28,1996-09-27
10080,68691,1999-09-27,2000-09-26
10081,64054,1992-10-28,1993-10-28
10081,75683,2000-10-26,2001-10-26
10081,61935,1989-10-29,1990-10-29
10081,55786,1986-10-30,1987-10-30
10081,68102,1995-10-28,1996-10-27
10081,74734,1999-10-27,2000-10-26
10081,64355,1991-10-29,1992-10-28
10081,69882,1996-10-27,1997-10-27
10081,74714,1998-10-27,1999-10-27
10081,58975,1987-10-30,1988-10-29
10081,63172,1990-10-29,1991-10-29
10081,66704,1994-10-28,1995-10-28
10081,66796,1993-10-28,1994-10-28
10081,73516,1997-10-27,1998-10-27
10081,58475,1988-10-29,1989-10-29
10081,79351,2001-10-26,9999-01-01
10082,48935,1990-01-03,1990-01-15
10083,62727,1996-03-28,1997-03-28
10083,44226,1988-03-30,1989-03-30
10083,55469,1993-03-29,1994-03-29
10083,73060,2000-03-27,2001-03-27
10083,73756,2001-03-27,2002-03-27
10083,59286,1995-03-29,1996-03-28
10083,70495,1999-03-28,2000-03-27
10083,65435,1997-03-28,1998-03-28
10083,58814,1994-03-29,1995-03-29
10083,67142,1998-03-28,1999-03-28
10083,53520,1991-03-30,1992-03-29
10083,77186,2002-03-27,9999-01-01
10083,40000,1987-03-31,1988-03-30
10083,54944,1992-03-29,1993-03-29
10083,47900,1989-03-30,1990-03-30
10083,49732,1990-03-30,1991-03-30
10084,69811,1995-12-15,1996-12-14
10084,93621,2001-12-13,9999-01-01
10084,74293,1996-12-14,1997-12-14
10084,86412,1999-12-14,2000-12-13
10084,81977,1998-12-14,1999-12-14
10084,90039,2000-12-13,2001-12-13
10084,78493,1997-12-14,1998-12-14
10085,43030,1995-04-09,1996-04-08
10085,50245,1998-04-08,1999-04-08
10085,55176,2000-04-07,2001-04-07
10085,60910,2002-04-06,9999-01-01
10085,40000,1994-04-09,1995-04-09
10085,47707,1997-04-08,1998-04-08
10085,46477,1996-04-08,1997-04-08
10085,56905,2001-04-07,2002-04-06
10085,52683,1999-04-08,2000-04-07
10086,96471,2001-02-16,2002-02-16
10086,80941,1995-02-18,1996-02-18
10086,88049,1998-02-17,1999-02-17
10086,81613,1992-02-19,1993-02-18
10086,96333,2002-02-16,9999-01-01
10086,90241,1999-02-17,2000-02-17
10086,80934,1996-02-18,1997-02-17
10086,80991,1994-02-18,1995-02-18
10086,84324,1997-02-17,1998-02-17
10086,92125,2000-02-17,2001-02-16
10086,81404,1993-02-18,1994-02-18
10087,98460,1999-05-08,2000-05-07
10087,102651,2000-05-07,2001-01-09
10087,98200,1998-05-08,1999-05-08
10087,96750,1997-05-08,1998-05-08
10088,78302,1993-09-01,1994-09-01
10088,83755,1996-08-31,1997-08-31
10088,65957,1988-09-02,1989-09-02
10088,91296,1999-08-31,2000-08-30
10088,87639,1998-08-31,1999-08-31
10088,79993,1994-09-01,1995-09-01
10088,79519,1995-09-01,1996-08-31
10088,70774,1990-09-02,1991-09-02
10088,70709,1991-09-02,1992-09-01
10088,95451,2000-08-30,2001-08-30
10088,84024,1997-08-31,1998-08-31
10088,73858,1992-09-01,1993-09-01
10088,67837,1989-09-02,1990-09-02
10088,98003,2001-08-30,9999-01-01
10089,71560,1999-01-08,2000-01-08
10089,72862,2000-01-08,2001-01-07
10089,64105,1994-01-09,1995-01-09
10089,56165,1990-01-10,1991-01-10
10089,74138,2001-01-07,2002-01-07
10089,70147,1998-01-08,1999-01-08
10089,56469,1989-01-10,1990-01-10
10089,60332,1992-01-10,1993-01-09
10089,65543,1995-01-09,1996-01-09
10089,70480,1997-01-08,1998-01-08
10089,77955,2002-01-07,9999-01-01
10089,63549,1993-01-09,1994-01-09
10089,56040,1991-01-10,1992-01-10
10089,69267,1996-01-09,1997-01-08
10090,56190,1992-03-12,1993-03-12
10090,47905,1987-03-14,1988-03-13
10090,61661,1994-03-12,1995-03-12
10090,58604,1993-03-12,1994-03-12
10090,71605,1998-03-11,1999-03-11
10090,54095,1991-03-13,1992-03-12
10090,54084,1990-03-13,1991-03-13
10090,64839,1995-03-12,1996-03-11
10090,48211,1988-03-13,1989-03-13
10090,69311,1996-03-11,1997-03-11
10090,44978,1986-03-14,1987-03-14
10090,50694,1989-03-13,1990-03-13
10090,75401,1999-03-11,1999-05-07
10090,71274,1997-03-11,1998-03-11
10091,53157,1999-11-17,2000-11-16
10091,60014,2001-11-16,9999-01-01
10091,41181,1993-11-18,1994-11-18
10091,45385,1996-11-17,1997-11-17
10091,49155,1998-11-17,1999-11-17
10091,55958,2000-11-16,2001-11-16
10091,44046,1995-11-18,1996-11-17
10091,43812,1994-11-18,1995-11-18
10091,40000,1992-11-18,1993-11-18
10091,46467,1997-11-17,1998-11-17
10092,62323,2001-04-21,2002-04-21
10092,66803,2002-04-21,9999-01-01
10092,54672,1997-04-22,1998-04-22
10092,61969,1999-04-22,2000-04-21
10092,62607,2000-04-21,2001-04-21
10092,58042,1998-04-22,1999-04-22
10092,53977,1996-04-22,1997-04-22
10093,76944,2000-06-07,2001-06-07
10093,73951,1999-06-08,2000-06-07
10093,70269,1998-06-08,1999-06-08
10093,67856,1997-06-08,1998-06-08
10093,78796,2001-06-07,2002-06-07
10093,82715,2002-06-07,9999-01-01
10094,66339,1990-04-17,1991-04-17
10094,85225,1997-04-15,1997-11-08
10094,61131,1988-04-17,1989-04-17
10094,72932,1992-04-16,1993-04-16
10094,73617,1994-04-16,1995-04-16
10094,63147,1989-04-17,1990-04-17
10094,68848,1991-04-17,1992-04-16
10094,80759,1996-04-15,1997-04-15
10094,76830,1995-04-16,1996-04-15
10094,73585,1993-04-16,1994-04-16
10094,58001,1987-04-18,1988-04-17
10095,66404,1996-03-09,1997-03-09
10095,70079,1998-03-09,1999-03-09
10095,72169,1999-03-09,2000-03-08
10095,63668,1994-03-10,1995-03-10
10095,80955,2002-03-08,9999-01-01
10095,74387,2000-03-08,2001-03-08
10095,67641,1997-03-09,1998-03-09
10095,76900,2001-03-08,2002-03-08
